Unnamed: 0,temp_to_estimate,dist_to_central_station,year,month,week,day_of_year,day_of_month,day_of_week,hour,complete_timestamp(YYYY_M_DD_HH_M),barometer_hpa,temp_centr,hightemp_centr,lowtemp_centr,hum,dewpoint__c,wetbulb_c,windspeed_km_h,windrun_km,highwindspeed_km_h,windchill_c,heatindex_c,thwindex_c,thswindex_c,rain_mm,rain_rate_mm_h,solar_rad_w_m_2,solar_energy_ly,high_solar_rad_w_m_2,ET_Mm,heating_degree_days,cooling_degree_days,humidity_rh,solar_klux,timestamp,status,sensor
224.0,15.587,788.0,2021.0,8.0,34.0,240.0,28.0,6.0,4.0,2021_8_28_4_1,1010.6,14.7,14.7,14.7,95.0,13.9,14.2,0.0,0.0,1.6,14.7,15.0,15.0,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0.0,94.7,0.0,2021-08-28 04:01:00,Visited,6
227.0,15.624,788.0,2021.0,8.0,34.0,240.0,28.0,6.0,5.0,2021_8_28_5_0,1010.3,15.2,15.2,14.9,94.0,14.2,14.6,0.0,0.0,1.6,15.2,15.4,15.4,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033,0.0,95.1,0.0,2021-08-28 05:00:00,Visited,5
218.0,14.445,1101.0,2021.0,8.0,34.0,240.0,28.0,6.0,2.0,2021_8_28_2_3,1010.9,14.1,14.1,13.6,95.0,13.3,13.6,1.6,0.4,3.2,14.1,14.2,14.2,12.7,0.0,0.0,0.0,0.0,0.0,0.0,0.045,0.0,93.3,0.0,2021-08-28 02:03:00,Visited,3
230.0,15.937,1679.0,2021.0,8.0,34.0,240.0,28.0,6.0,5.0,2021_8_28_5_3,1010.1,15.4,15.4,15.2,93.0,14.3,14.7,0.0,0.0,1.6,15.4,15.6,15.6,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.031,0.0,94.9,0.0,2021-08-28 05:03:00,Visited,1
234.0,16.034,788.0,2021.0,8.0,34.0,240.0,28.0,6.0,6.0,2021_8_28_6_3,1010.7,16.2,16.2,16.2,87.0,14.1,14.8,1.6,0.4,4.8,16.2,16.4,16.4,14.9,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.0,93.7,0.0,2021-08-28 06:03:00,Visited,6
236.0,16.007,1349.0,2021.0,8.0,34.0,240.0,28.0,6.0,7.0,2021_8_28_7_1,1010.8,15.9,16.1,15.8,90.0,14.3,14.8,3.2,0.8,4.8,15.9,16.1,16.1,15.2,0.0,0.0,4.0,0.09,5.0,0.0,0.025,0.0,94.7,0.0,2021-08-28 07:01:00,Visited,7
227.0,15.624,788.0,2021.0,8.0,34.0,240.0,28.0,6.0,5.0,2021_8_28_5_0,1010.3,15.2,15.2,14.9,94.0,14.2,14.6,0.0,0.0,1.6,15.2,15.4,15.4,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033,0.0,95.1,0.0,2021-08-28 05:00:00,Visited,5
240.0,16.272,1679.0,2021.0,8.0,34.0,240.0,28.0,6.0,8.0,2021_8_28_8_1,1011.1,16.1,16.2,16.1,86.0,13.8,14.6,1.6,0.4,9.7,16.1,16.2,16.2,15.4,0.2,1.0,12.0,0.26,14.0,0.0,0.023,0.0,92.1,0.0,2021-08-28 08:01:00,Visited,1
244.0,16.929,788.0,2021.0,8.0,34.0,240.0,28.0,6.0,9.0,2021_8_28_9_1,1010.9,16.1,16.1,15.9,91.0,14.6,15.2,1.6,0.4,4.8,16.1,16.4,16.4,16.5,0.0,0.0,60.0,1.29,81.0,0.0,0.023,0.0,92.0,2.0,2021-08-28 09:01:00,Visited,6
236.0,16.007,1349.0,2021.0,8.0,34.0,240.0,28.0,6.0,7.0,2021_8_28_7_1,1010.8,15.9,16.1,15.8,90.0,14.3,14.8,3.2,0.8,4.8,15.9,16.1,16.1,15.2,0.0,0.0,4.0,0.09,5.0,0.0,0.025,0.0,94.7,0.0,2021-08-28 07:01:00,Visited,7
